,loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,month,day,year,proj_period_id,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,data_entry_method
7164,L12756845,44.1539296,-76.6924822,CA-ON,/GOOGLE_MAP/ZOOM:15,S79171731,OBS1050666148,12,26,2020,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
7174,L1028361,42.0295317,-76.0213995,US-NY,ESRI_WEBSERVICE_STREET,S77316023,OBS1026538830,12,2,2020,PFW_2021,blujay,3,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
7189,L5535941,43.079447,-88.9185679,US-WI,/GOOGLE_MAP/ZOOM:17,S79157401,OBS1050457704,1,10,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,5.0,PFW Web 4.1.4
7198,L13615603,44.7746763,-63.6307096,CA-NS,/GOOGLE_MAP/ZOOM:15,S82489857,OBS1084371578,11,28,2020,PFW_2021,blujay,3,1,0,0,0,0,0,,,PFW Mobile App v1.1.17
7233,L1054905,42.2321053,-83.4590073,US-MI,ESRI_WEBSERVICE_STREET,S84058737,OBS1102910683,3,22,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7237,L10523900,42.8154838,-73.7761938,US-NY,/GOOGLE_MAP/ZOOM:15,S77453104,OBS1028396164,12,12,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
7273,L8436744,32.0089843,-102.165349,US-TX,/GOOGLE_MAP/ZOOM:15,S78622688,OBS1043750762,12,23,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7309,L10292402,41.5647666,-75.7834091,US-PA,/GOOGLE_MAP/ZOOM:15,S76445914,OBS1014374325,11,14,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7360,L3145161,42.6747293,-70.9740239,US-MA,/GOOGLE_MAP/ZOOM:18,S84030634,OBS1102529743,3,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7374,L108730,40.3309081,-96.0665131,US-NE,postal_code,S81472624,OBS1074142227,11,23,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
7390,L1796743,40.1296005,-83.0497971,US-OH,,S77160707,OBS1024287353,12,5,2020,PFW_2021,blujay,5,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
7439,L6363872,45.5850358,-65.9080773,CA-NB,,S85948431,OBS1126637915,1,9,2021,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
7448,L3156643,41.1914007,-73.3513776,US-CT,/GOOGLE_MAP/ZOOM:18,S83410355,OBS1094981555,1,30,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
7464,L4009597,40.3914204,-75.8538379,US-PA,/GOOGLE_MAP/ZOOM:15,S78117516,OBS1037740426,12,26,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7514,L12756663,44.7805861,-80.941,CA-ON,/GOOGLE_MAP/ZOOM:15,S77361538,OBS1027166827,12,10,2020,PFW_2021,blujay,6,1,0,1,0,1,1,1.001,0.001,PFW Web 4.1.4
7551,L12760310,38.001187,-78.5088663,US-VA,/GOOGLE_MAP/ZOOM:16,S77685433,OBS1031668140,12,15,2020,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
7598,L356574,42.989563,-78.955867,US-NY,ESRI_WEBSERVICE_STREET,S77476543,OBS1028761596,12,12,2020,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
7623,L279454,42.3914603,-79.4442362,US-NY,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:1,S77093613,OBS1023384319,11,27,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
7628,L1313395,54.14454,-108.6745262,CA-SK,STATE/GOOGLE_MAP/ZOOM:4,S79457249,OBS1054041252,1,16,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
7632,L26594,42.30905,-78.65193,US-NY,POSTCODE LAT/LONG LOOKUP,S82869767,OBS1088763038,2,20,2021,PFW_2021,blujay,15,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
7633,L8141650,40.8280959,-81.9681199,US-OH,/GOOGLE_MAP/ZOOM:15,S82615212,OBS1085815927,2,27,2021,PFW_2021,blujay,3,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
7711,L12801732,43.7152754,-80.4818516,CA-ON,/GOOGLE_MAP/ZOOM:17,S80843866,OBS1070582030,2,10,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
7788,L610817,41.6478329,-71.4985943,US-RI,STATE/GOOGLE_MAP/ZOOM:1,S76905881,OBS1020750634,11,28,2020,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
7794,L167766,42.6830559,-73.5887985,US-NY,PointMaker1.0_2,S82922445,OBS1089368822,3,7,2021,PFW_2021,blujay,5,1,0,0,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
7825,L12861281,45.2245243,-72.4999568,CA-QC,/GOOGLE_MAP/ZOOM:12,S83794356,OBS1099660802,3,16,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
7856,L21906,38.0843473,-78.4582988,US-VA,POSTCODE LAT/LONG LOOKUP,S84104327,OBS1103445504,1,30,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
7857,L12798827,43.5734578,-79.6707165,CA-ON,/GOOGLE_MAP/ZOOM:18,S77977593,OBS1035835547,12,24,2020,PFW_2021,blujay,4,1,0,1,1,1,0,8.001,5.0,PFW Web 4.1.4
7862,L13079917,31.0516898,-97.3903639,US-TX,/GOOGLE_MAP/ZOOM:18,S81048261,OBS1071811991,2,11,2021,PFW_2021,blujay,1,1,0,0,1,1,1,1.001,0.001,PFW Web 4.1.4
7871,L613682,40.8401736,-77.8407955,US-PA,ESRI_WEBSERVICE_STREET,S85415517,OBS1119605141,4,10,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7899,L12713885,44.3018423,-77.5273794,CA-ON,/GOOGLE_MAP/ZOOM:15,S77128749,OBS1023903064,12,6,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
7901,L12740135,53.0112976,-112.8539658,CA-AB,/GOOGLE_MAP/ZOOM:15,S76675903,OBS1017569965,11,23,2020,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,5.0,PFW Web 4.1.4
7905,L3162553,36.1907803,-79.8329258,US-NC,/GOOGLE_MAP/ZOOM:15,S83182836,OBS1092365771,2,14,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
7927,L6488878,43.2969876,-76.4223576,US-NY,/GOOGLE_MAP/ZOOM:18,S77169813,OBS1024409925,12,5,2020,PFW_2021,blujay,2,1,0,1,1,1,0,4.001,,PFW Web 4.1.4
7933,L6476354,39.8935178,-75.3938699,US-PA,/GOOGLE_MAP/ZOOM:18,S84957613,OBS1113908981,4,3,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
7935,L10175498,44.6722691,-74.9761949,US-NY,/GOOGLE_MAP/ZOOM:15,S80014008,OBS1060991860,1,26,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
7995,L4101017,39.173157,-78.137267,US-VA,/GOOGLE_MAP/ZOOM:15,S80593934,OBS1067841978,1,30,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
7997,L12780370,44.1500058,-69.9512129,US-ME,/GOOGLE_MAP/ZOOM:18,S77857611,OBS1034111598,12,18,2020,PFW_2021,blujay,7,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
8010,L13527348,28.5630019,-81.3411674,US-FL,/GOOGLE_MAP/ZOOM:15,S84608743,OBS1109702022,4,1,2021,PFW_2021,blujay,1,1,0,0,1,1,0,1.001,0.0,PFW Web 4.1.4
8033,L12856306,41.0000541,-72.5371649,US-NY,/GOOGLE_MAP/ZOOM:17,S80273672,OBS1064038588,2,1,2021,PFW_2021,blujay,12,1,0,1,1,1,0,1.001,15.001,PFW Mobile App v1.1.17
8040,L1054905,42.2321053,-83.4590073,US-MI,ESRI_WEBSERVICE_STREET,S77895485,OBS1034675276,12,21,2020,PFW_2021,blujay,3,1,0,1,1,0,1,0.001,0.0,PFW Web 4.1.4
8051,L1290066,51.55147,-114.09969,CA-AB,POSTCODE LAT/LONG LOOKUP,S79455304,OBS1054034127,1,15,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
8060,L5535941,43.079447,-88.9185679,US-WI,/GOOGLE_MAP/ZOOM:17,S77284501,OBS1026077016,12,4,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8082,L2409840,35.999726,-79.942212,US-NC,/GOOGLE_MAP/ZOOM:15,S86711141,OBS1136688383,4,24,2021,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
8102,L5198404,39.5049512,-104.7983007,US-CO,/GOOGLE_MAP/ZOOM:18,S85717541,OBS1123588118,4,17,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
8107,L5222011,40.1103212,-83.1694254,US-OH,/GOOGLE_MAP/ZOOM:15,S88987549,OBS1167298402,2,16,2021,PFW_2021,blujay,4,1,0,0,1,0,1,1.001,15.001,PFW Web 4.1.4
8132,L3158306,49.8455242,-97.2522733,CA-MB,/GOOGLE_MAP/ZOOM:15,S78226512,OBS1039009291,12,14,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
8154,L104786,46.601484,-81.3141704,CA-ON,PointMaker1.0_2,S76770656,OBS1018847786,11,21,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8162,L5081112,42.5861651,-71.3646956,US-MA,/GOOGLE_MAP/ZOOM:18,S77160057,OBS1024276603,12,5,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
8177,L5384198,41.7805311,-78.1600631,US-PA,/GOOGLE_MAP/ZOOM:18,S82861183,OBS1088679521,2,20,2021,PFW_2021,blujay,3,1,0,1,1,1,0,1.001,5.0,PFW Mobile App v1.1.17
8184,L8178744,40.934742,-79.524063,US-PA,/GOOGLE_MAP/ZOOM:15,S83715343,OBS1098726958,3,19,2021,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8252,L4171669,41.345892,-81.772903,US-OH,/GOOGLE_MAP/ZOOM:15,S86439940,OBS1133049012,1,26,2021,PFW_2021,blujay,1,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
8256,L4135104,42.502299,-71.495355,US-MA,/GOOGLE_MAP/ZOOM:15,S85515088,OBS1120894476,4,8,2021,PFW_2021,blujay,2,1,0,0,1,1,1,0.001,0.0,PFW Web 4.1.4
8295,L12896790,42.4201782,-71.200433,US-MA,/GOOGLE_MAP/ZOOM:18,S77224047,OBS1025195090,12,6,2020,PFW_2021,blujay,3,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
8395,L104522,45.0215512,-75.5408764,CA-ON,postal_code,S81656486,OBS1075329163,2,13,2021,PFW_2021,blujay,9,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
8398,L277306,42.355489,-76.947016,US-NY,ESRI_WEBSERVICE_STREET,S83050292,OBS1090786885,3,7,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
8431,L79292,38.9873495,-77.3895271,US-VA,otherheavens-above web s,S86863585,OBS1138722663,12,19,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8446,L14156488,35.7567078,-97.3072341,US-OK,/GOOGLE_MAP/ZOOM:15,S84450901,OBS1108769168,3,31,2021,PFW_2021,blujay,1,1,0,1,0,0,0,1.001,0.0,PFW Mobile App v1.1.17
8473,L12205689,42.7692271,-78.7257444,US-NY,/GOOGLE_MAP/ZOOM:15,S78164450,OBS1038213659,11,23,2020,PFW_2021,blujay,1,1,0,0,1,0,1,0.001,0.0,PFW Web 4.1.4
8492,L250832,49.7564497,-94.3689859,CA-ON,PointMaker1.0_2,S85888870,OBS1125833951,3,27,2021,PFW_2021,blujay,4,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
8496,L12778832,42.4648249,-74.0803392,US-NY,/GOOGLE_MAP/ZOOM:16,S83847038,OBS1100231243,3,20,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8524,L23305,35.92729,-79.10503,US-NC,POSTCODE LAT/LONG LOOKUP,S89332896,OBS1171818782,2,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
8563,L12796742,38.8896389,-77.1940081,US-VA,/GOOGLE_MAP/ZOOM:15,S77624200,OBS1030869074,12,3,2020,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
8577,L12591398,35.1994407,-101.8986418,US-TX,/GOOGLE_MAP/ZOOM:18,S79861986,OBS1059032842,1,23,2021,PFW_2021,blujay,4,1,0,1,0,0,1,1.001,0.0,PFW Mobile App v1.1.17
8629,L2020081,41.3347382,-74.9818826,US-PA,/GOOGLE_MAP/ZOOM:0,S81459792,OBS1074046213,1,2,2021,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
8648,L10184296,46.4761279,-62.1807504,CA-PE,/GOOGLE_MAP/ZOOM:16,S79766591,OBS1057909385,1,21,2021,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
8669,L12752610,38.9138672,-77.3766028,US-VA,/GOOGLE_MAP/ZOOM:17,S85056675,OBS1115950226,4,7,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
8692,L12856953,43.819898,-72.1560507,US-NH,/GOOGLE_MAP/ZOOM:15,S77602870,OBS1030524126,12,16,2020,PFW_2021,blujay,10,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
8706,L8972056,40.7815398,-77.8091416,US-PA,/GOOGLE_MAP/ZOOM:15,S89363736,OBS1172168661,2,15,2021,PFW_2021,blujay,1,1,0,1,0,1,0,0.001,0.0,PFW Web 4.1.4
8722,L4297125,36.0787425,-79.8436747,US-NC,/GOOGLE_MAP/ZOOM:15,S82138570,OBS1080266894,2,20,2021,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
8753,L13907392,42.7006353,-76.4529394,US-NY,/GOOGLE_MAP/ZOOM:14,S84128075,OBS1103781548,3,22,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8756,L3221505,42.645237,-83.3478051,US-MI,/GOOGLE_MAP/ZOOM:15,S76653540,OBS1017248162,11,23,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
8760,L6515783,29.4762314,-98.5766637,US-TX,/GOOGLE_MAP/ZOOM:18,S76613003,OBS1016668146,11,14,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
8764,L7015557,42.6016517,-71.367755,US-MA,/GOOGLE_MAP/ZOOM:15,S78303179,OBS1040083230,12,26,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8792,L6458866,43.6492965,-72.1428656,US-NH,/GOOGLE_MAP/ZOOM:15,S83273454,OBS1093386580,2,27,2021,PFW_2021,blujay,14,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
8826,L1101086,37.6448205,-91.6239166,US-MO,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S83455487,OBS1095538925,2,22,2021,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,5.0,PFW Web 4.1.4
8831,L10124523,33.1429728,-96.8074358,US-TX,/GOOGLE_MAP/ZOOM:18,S79588413,OBS1055766370,1,17,2021,PFW_2021,blujay,2,1,0,0,1,1,1,8.001,0.0,PFW Mobile App v1.1.17
8837,L12798341,41.6238979,-79.6322806,US-PA,/GOOGLE_MAP/ZOOM:15,S82387114,OBS1083159114,2,17,2021,PFW_2021,blujay,6,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
8847,L10902747,39.1004272,-104.8801849,US-CO,/GOOGLE_MAP/ZOOM:15,S82979408,OBS1089958097,3,7,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
8855,L131599,39.5086432,-77.0889616,US-MD,PointMaker1.0_2,S82449501,OBS1083876862,2,22,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
8885,L10174701,39.8689349,-75.5360175,US-PA,/GOOGLE_MAP/ZOOM:15,S79773961,OBS1057979633,1,17,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
8917,L10157477,38.6956886,-77.493782,US-VA,/GOOGLE_MAP/ZOOM:15,S77081746,OBS1023267489,12,5,2020,PFW_2021,blujay,3,1,0,1,0,0,0,1.001,0.0,PFW Mobile App v1.1.17
8977,L13139493,42.6552252,-73.8453904,US-NY,/GOOGLE_MAP/ZOOM:18,S80787352,OBS1070012738,2,9,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
9000,L363908,47.83572,-69.15008,CA-QC,POSTCODE LAT/LONG LOOKUP,S78671446,OBS1044378204,1,2,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
9035,L5133102,45.334403,-92.979004,US-MN,/GOOGLE_MAP/ZOOM:15,S78003104,OBS1036206779,11,27,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
9057,L12657880,41.6495215,-70.9398772,US-MA,/GOOGLE_MAP/ZOOM:12,S77564869,OBS1030005697,12,15,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9072,L8827693,39.7729884,-75.9784198,US-PA,/GOOGLE_MAP/ZOOM:18,S83977289,OBS1101815875,3,20,2021,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,0.0,PFW Mobile App v1.1.17
9087,L5090053,43.996676,-78.035989,CA-ON,/GOOGLE_MAP/ZOOM:15,S80229389,OBS1063534382,1,30,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
9104,L77541,34.00678,-80.977711,US-SC,postal_code,S84370988,OBS1106788625,3,27,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
9141,L1322968,44.7531281,-93.3129578,US-MN,ESRI_WEBSERVICE_STREET,S76518371,OBS1015371848,11,14,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
9152,L10218857,43.0971012,-73.6692202,US-NY,/GOOGLE_MAP/ZOOM:18,S79823849,OBS1058607067,1,2,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
9153,L1034517,30.1543285,-97.2561007,US-TX,ESRI_WEBSERVICE_STREET,S80091433,OBS1061910885,11,17,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
9196,L169253,41.6541236,-73.975644,US-NY,PointMaker1.0_2,S76351313,OBS1013074025,11,15,2020,PFW_2021,blujay,2,1,0,0,1,1,0,0.001,,PFW Web 4.0.4
9199,L12707376,39.8604324,-75.5657354,US-PA,/GOOGLE_MAP/ZOOM:15,S86527968,OBS1134188197,4,26,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9201,L13041520,43.4073118,-80.3586768,CA-ON,/GOOGLE_MAP/ZOOM:17,S78067863,OBS1037064871,12,27,2020,PFW_2021,blujay,4,1,0,0,1,0,0,1.001,5.0,PFW Mobile App v1.1.17
9208,L460230,50.7131184,-97.0526218,CA-MB,POSTCODE LAT/LONG LOOKUP,S82123833,OBS1080037731,2,20,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
9213,L10158130,38.8901358,-77.2347001,US-VA,/GOOGLE_MAP/ZOOM:17,S79924361,OBS1059861429,1,16,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
9255,L12743313,40.9076153,-73.5486137,US-NY,/GOOGLE_MAP/ZOOM:18,S76324052,OBS1013680035,11,16,2020,PFW_2021,blujay,2,1,0,0,0,1,0,1.001,0.0,PFW Mobile App v1.1.16
9259,L77181,43.40873,-88.18539,US-WI,postal_code,S88880665,OBS1165884365,4,10,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9271,L12797794,44.8558233,-68.6754143,US-ME,/GOOGLE_MAP/ZOOM:15,S77526786,OBS1029472240,12,14,2020,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,0.0,PFW Mobile App v1.1.17
9284,L1309970,42.5988617,-88.5312195,US-WI,ESRI_WEBSERVICE_STREET,S85512420,OBS1120858587,4,12,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9310,L12615125,45.5386697,-76.652813,CA-ON,/GOOGLE_MAP/ZOOM:15,S77474377,OBS1028731571,12,12,2020,PFW_2021,blujay,5,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
9311,L12617419,43.8855629,-79.2464585,CA-ON,/GOOGLE_MAP/ZOOM:15,S77506402,OBS1029214685,12,14,2020,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
9316,L5084877,38.964205,-77.060037,US-DC,/GOOGLE_MAP/ZOOM:15,S79458647,OBS1054070224,1,16,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9363,L25732,42.49475,-71.27836,US-MA,POSTCODE LAT/LONG LOOKUP,S84279448,OBS1105677406,3,26,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9372,L72889,37.81685,-77.18136,US-VA,POSTCODE LAT/LONG LOOKUP,S76569456,OBS1016063158,11,21,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9416,L12893085,45.2652104,-75.7176769,CA-ON,/GOOGLE_MAP/ZOOM:18,S83504205,OBS1096111316,3,14,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,5.0,PFW Web 4.1.4
9429,L12559643,45.8362676,-90.3840683,US-WI,/GOOGLE_MAP/ZOOM:15,S81421508,OBS1073854328,2,14,2021,PFW_2021,blujay,3,1,0,0,0,0,1,1.001,15.001,PFW Mobile App v1.1.17
9448,L797844,43.7917835,-69.8264059,US-ME,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:-3,S83450097,OBS1095479967,3,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
9466,L12845460,40.6762347,-79.9772229,US-PA,/GOOGLE_MAP/ZOOM:15,S77268464,OBS1025865632,12,8,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9485,L2442202,43.9448162,-69.4955635,US-ME,/GOOGLE_MAP/ZOOM:15,S86575965,OBS1134872404,4,26,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9501,L77678,42.834358,-106.2814111,US-WY,applet_mo2applet_1.0,S77502204,OBS1029131576,12,13,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
9544,L12753760,43.5481282,-81.6940731,CA-ON,/GOOGLE_MAP/ZOOM:18,S78610507,OBS1043587442,1,2,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
9555,L6493383,29.583823,-98.4597287,US-TX,,S77524074,OBS1029430062,12,9,2020,PFW_2021,blujay,6,1,0,0,1,1,0,4.001,,PFW Web 4.1.4
9566,L5416660,49.5943282,-99.6883965,CA-MB,/GOOGLE_MAP/ZOOM:9,S76766131,OBS1018817597,11,25,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9609,L230027,41.7655067,-72.5437775,US-CT,PointMaker1.0_2,S87560153,OBS1148065853,1,11,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9645,L13049422,42.7389654,-84.3612569,US-MI,/GOOGLE_MAP/ZOOM:15,S80528756,OBS1067078673,2,6,2021,PFW_2021,blujay,2,1,0,0,1,0,0,1.001,15.001,PFW Mobile App v1.1.17
9736,L10464596,32.9915134,-80.244264,US-SC,/GOOGLE_MAP/ZOOM:18,S82316749,OBS1082360133,2,23,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9750,L12489354,45.076682,-93.1454603,US-MN,/GOOGLE_MAP/ZOOM:15,S76970643,OBS1021679167,11,30,2020,PFW_2021,blujay,2,1,0,1,1,1,0,4.001,0.0,PFW Web 4.1.4
9755,L5074886,44.1423915,-92.4714511,US-MN,/GOOGLE_MAP/ZOOM:18,S81489238,OBS1074242766,2,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
9758,L3176120,43.6550805,-79.511404,CA-ON,/GOOGLE_MAP/ZOOM:12,S77412661,OBS1027867838,12,11,2020,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,0.001,PFW Web 4.1.4
9759,L1341606,43.1290207,-77.3401489,US-NY,ESRI_WEBSERVICE_STREET,S76948139,OBS1021333761,11,28,2020,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
9790,L12732865,37.0641173,-76.4623003,US-VA,/GOOGLE_MAP/ZOOM:17,S83416418,OBS1095025791,3,13,2021,PFW_2021,blujay,2,1,0,0,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
9802,L8340877,39.0399696,-76.1410354,US-MD,/GOOGLE_MAP/ZOOM:18,S82315652,OBS1082346176,2,25,2021,PFW_2021,blujay,1,1,0,0,1,0,1,1.001,0.0,PFW Mobile App v1.1.17
9832,L12781544,45.619797,-62.006894,CA-NS,/GOOGLE_MAP/ZOOM:9,S77781953,OBS1033092510,12,19,2020,PFW_2021,blujay,4,1,0,1,1,1,0,4.001,5.0,PFW Web 4.1.4
9854,L1023473,37.3069687,-76.775383,US-VA,ESRI_WEBSERVICE_STREET,S86590180,OBS1135054079,4,25,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
9868,L1887876,38.103775,-75.5498505,US-MD,,S78679630,OBS1044477337,1,2,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
9912,L1838782,38.1324975,-95.7764912,US-KS,,S81757459,OBS1076198472,2,13,2021,PFW_2021,blujay,5,1,0,0,0,1,1,4.001,0.001,PFW Web 4.1.4
